transaction_id,transaction_date,year,month,year_month,customer_id,region,category,product,quantity,unit_price,discount,sales,cost,profit,profit_margin,payment_method,sales_channel,returned
TXN-010382,2024-07-08,2024,7,2024-07,CUST-01676,North,Office Supplies,Stapler,12,9.78,0.0366,113.06,83.68,29.38,0.2599,Upi,Store,No
TXN-010383,2023-07-09,2023,7,2023-07,CUST-01977,North,Furniture,Desk,9,313.68,0.148,2405.3,2235.17,170.13,0.0707,Bank Transfer,Online,No
TXN-010384,2024-09-13,2024,9,2024-09,CUST-01239,North,Office Supplies,Paper Pack,1,12.11,0.039,11.64,7.25,4.39,0.3771,Credit Card,Store,No
TXN-010385,2024-11-08,2024,11,2024-11,CUST-00050,East,Office Supplies,Notebook,1,8.28,0.1328,7.18,6.4,0.78,0.1086,Credit Card,Store,No
TXN-010386,2023-04-22,2023,4,2023-04,CUST-01646,South,Electronics,Headphones,1,90.16,0.0418,86.39,77.02,9.37,0.1085,Upi,Online,Yes
TXN-010387,2023-05-31,2023,5,2023-05,CUST-01244,West,Furniture,Desk,10,267.46,0.1873,2173.65,1938.94,234.71,0.108,Credit Card,Online,No
TXN-010388,2024-09-07,2024,9,2024-09,CUST-01772,West,Accessories,USB Hub,8,38.01,0.1568,256.4,240.26,16.14,0.0629,Upi,Store,No
TXN-010389,2023-04-19,2023,4,2023-04,CUST-01973,North,Furniture,Desk,6,322.97,0.1562,1635.13,1516.57,118.56,0.0725,Credit Card,Store,No
TXN-010390,2025-03-13,2025,3,2025-03,CUST-00449,South,Furniture,Bookshelf,8,134.68,0.1026,966.89,779.47,187.42,0.1938,Cash,Store,No
TXN-010391,2023-04-10,2023,4,2023-04,CUST-00278,South,Accessories,Webcam,7,74.36,0.1572,438.69,405.15,33.54,0.0765,Debit Card,Store,No
TXN-010392,2025-07-06,2025,7,2025-07,CUST-01060,South,Accessories,Webcam,5,81.25,0.1872,330.2,282.81,47.39,0.1435,Upi,Marketplace,No
TXN-010393,2024-09-04,2024,9,2024-09,CUST-02256,South,Office Supplies,Folders,11,6.57,0.35,46.98,55.53,-8.55,-0.182,Cash,Store,No
TXN-010394,2024-02-09,2024,2,2024-02,CUST-00762,East,Furniture,Office Chair,7,209.97,0.2622,1084.41,857.5,226.91,0.2092,Cash,Online,Yes
TXN-010395,2023-09-02,2023,9,2023-09,CUST-01081,East,Office Supplies,Paper Pack,8,10.82,0.1011,77.81,62.19,15.62,0.2007,Cash,Online,No
TXN-010396,2023-11-11,2023,11,2023-11,CUST-01994,South,Office Supplies,Stapler,13,9.18,0.0898,108.62,86.59,22.03,0.2028,Bank Transfer,Online,No
TXN-010397,2024-11-13,2024,11,2024-11,CUST-02022,East,Furniture,Conference Table,13,617.03,0.0178,7878.61,5546.34,2332.27,0.296,Bank Transfer,Online,No
TXN-010398,2024-11-18,2024,11,2024-11,CUST-01925,South,Electronics,Tablet,10,416.08,0.0744,3851.24,2454.13,1397.11,0.3628,Credit Card,Online,No
TXN-010399,2023-07-10,2023,7,2023-07,CUST-02348,West,Furniture,Office Chair,13,175.28,0.1557,1923.86,1555.52,368.34,0.1915,Upi,Marketplace,No
TXN-010400,2024-05-10,2024,5,2024-05,CUST-02027,West,Furniture,Conference Table,5,457.94,0.1396,1970.06,1960.59,9.47,0.0048,Upi,Marketplace,No
TXN-010401,2025-06-24,2025,6,2025-06,CUST-00397,South,Accessories,USB Hub,6,39.74,0.168,198.38,154.62,43.76,0.2206,Upi,Online,No
TXN-010402,2023-08-23,2023,8,2023-08,CUST-01094,West,Office Supplies,Pens,14,3.48,0.0859,44.53,41.86,2.67,0.06,Bank Transfer,Online,No
TXN-010403,2024-09-24,2024,9,2024-09,CUST-01947,West,Electronics,Monitor,13,278.8,0.2504,2716.85,2852.2,-135.35,-0.0498,Cash,Marketplace,No
TXN-010404,2023-06-07,2023,6,2023-06,CUST-01439,South,Furniture,Cabinet,3,230.2,0.0846,632.18,450.99,181.19,0.2866,Bank Transfer,Store,No
TXN-010405,2025-01-30,2025,1,2025-01,CUST-00364,North,Furniture,Desk,1,319.22,0.0551,301.63,238.38,63.25,0.2097,Debit Card,Store,No
TXN-010406,2023-06-05,2023,6,2023-06,CUST-01765,West,Furniture,Desk,3,314.74,0.1105,839.88,577.11,262.77,0.3129,Credit Card,Store,No
TXN-010407,2023-09-29,2023,9,2023-09,CUST-00433,South,Electronics,Headphones,11,96.51,0.1029,952.37,620.91,331.46,0.348,Credit Card,Store,No
TXN-010408,2024-02-23,2024,2,2024-02,CUST-00806,North,Accessories,Keyboard,4,57.82,0.1205,203.41,184.14,19.27,0.0947,Upi,Online,No
TXN-010409,2023-12-05,2023,12,2023-12,CUST-02437,East,Accessories,Desk Lamp,14,48.43,0.2341,519.3,533.44,-14.14,-0.0272,Bank Transfer,Store,No
TXN-010410,2023-06-05,2023,6,2023-06,CUST-02445,South,Accessories,Webcam,4,69.29,0.1129,245.87,192.8,53.07,0.2158,Debit Card,Store,No
TXN-010411,2024-08-07,2024,8,2024-08,CUST-00058,North,Furniture,Bookshelf,3,135.53,0.1936,327.87,312.76,15.11,0.0461,Credit Card,Marketplace,No
TXN-010412,2023-01-18,2023,1,2023-01,CUST-00947,West,Accessories,USB Hub,1,31.53,0.0804,28.99,22.06,6.93,0.239,Cash,Store,No
TXN-010413,2025-06-15,2025,6,2025-06,CUST-00795,North,Office Supplies,Stapler,14,9.75,0.1492,116.13,102.26,13.87,0.1194,Upi,Online,No
TXN-010414,2023-02-17,2023,2,2023-02,CUST-01343,East,Furniture,Bookshelf,5,146.74,0.0597,689.9,423.74,266.16,0.3858,Credit Card,Online,No
TXN-010415,2023-11-01,2023,11,2023-11,CUST-02078,East,Electronics,Monitor,12,238.68,0.094,2594.93,2111.48,483.45,0.1863,Bank Transfer,Online,Yes
TXN-010416,2025-04-28,2025,4,2025-04,CUST-02067,North,Electronics,Printer,8,197.54,0.0549,1493.56,1335.54,158.02,0.1058,Cash,Store,No
TXN-010417,2023-05-22,2023,5,2023-05,CUST-00341,East,Electronics,Headphones,3,94.29,0.1845,230.68,160.11,70.57,0.3059,Upi,Online,No
TXN-010418,2023-03-08,2023,3,2023-03,CUST-01868,East,Accessories,Mouse,4,22.43,0.2411,68.09,74.18,-6.09,-0.0894,Credit Card,Store,No
TXN-010419,2024-11-09,2024,11,2024-11,CUST-00078,South,Office Supplies,Stapler,2,8.98,0.2869,12.81,11.9,0.91,0.071,Debit Card,Store,No
TXN-010420,2023-03-08,2023,3,2023-03,CUST-01254,East,Accessories,Desk Lamp,2,49.51,0.2055,78.67,65.25,13.42,0.1706,Bank Transfer,Marketplace,No
TXN-010421,2025-03-31,2025,3,2025-03,CUST-01419,West,Office Supplies,Pens,12,3.96,0.2544,35.43,36.39,-0.96,-0.0271,Upi,Marketplace,No
TXN-010422,2024-02-16,2024,2,2024-02,CUST-01021,West,Electronics,Printer,10,180.3,0.1662,1503.34,1493.74,9.6,0.0064,Bank Transfer,Store,No
TXN-010423,2025-03-03,2025,3,2025-03,CUST-02198,North,Furniture,Desk,3,342.22,0.1446,878.2,615.0,263.2,0.2997,Cash,Online,No
TXN-010424,2023-08-12,2023,8,2023-08,CUST-01593,South,Electronics,Monitor,6,283.09,0.3353,1129.02,1161.79,-32.77,-0.029,Cash,Online,No
TXN-010425,2023-05-09,2023,5,2023-05,CUST-02439,East,Accessories,Webcam,4,76.51,0.0243,298.6,178.91,119.69,0.4008,Debit Card,Online,No
TXN-010426,2025-05-27,2025,5,2025-05,CUST-01090,North,Electronics,Laptop,10,854.01,0.1736,7057.54,5338.2,1719.34,0.2436,Bank Transfer,Store,No
TXN-010427,2024-11-26,2024,11,2024-11,CUST-01014,West,Electronics,Laptop,2,1008.54,0.1681,1678.01,1456.41,221.6,0.1321,Credit Card,Store,No
TXN-010428,2025-10-04,2025,10,2025-10,CUST-01481,South,Furniture,Bookshelf,4,158.83,0.0757,587.23,540.76,46.47,0.0791,Upi,Store,No
TXN-010429,2023-10-19,2023,10,2023-10,CUST-00602,West,Accessories,Mouse,10,30.98,0.1123,275.01,203.06,71.95,0.2616,Credit Card,Marketplace,No
TXN-010430,2024-01-05,2024,1,2024-01,CUST-02000,South,Furniture,Office Chair,11,199.46,0.1835,1791.45,1226.63,564.82,0.3153,Bank Transfer,Store,No
TXN-010431,2024-06-10,2024,6,2024-06,CUST-00758,South,Electronics,Tablet,14,460.27,0.0169,6334.88,5044.1,1290.78,0.2038,Debit Card,Marketplace,No
TXN-010432,2024-02-14,2024,2,2024-02,CUST-00305,East,Office Supplies,Paper Pack,14,11.4,0.2831,114.42,88.41,26.01,0.2273,Debit Card,Online,No
TXN-010433,2023-08-10,2023,8,2023-08,UNKNOWN,South,Electronics,Laptop,10,785.54,0.0937,7119.35,5025.83,2093.52,0.2941,Bank Transfer,Online,No
TXN-010434,2023-12-09,2023,12,2023-12,CUST-01744,East,Office Supplies,Pens,4,4.04,0.0433,15.46,11.78,3.68,0.238,Debit Card,Online,No
TXN-010435,2024-07-09,2024,7,2024-07,CUST-01345,South,Office Supplies,Paper Pack,12,11.82,0.0958,128.25,79.98,48.27,0.3764,Upi,Online,No
TXN-010436,2023-02-04,2023,2,2023-02,CUST-00135,West,Electronics,Headphones,9,90.91,0.0448,781.54,625.03,156.51,0.2003,Credit Card,Store,No
TXN-010437,2023-11-03,2023,11,2023-11,CUST-00042,West,Furniture,Bookshelf,14,148.44,0.1212,1826.29,1351.08,475.21,0.2602,Cash,Online,No
TXN-010438,2023-09-25,2023,9,2023-09,CUST-01836,South,Electronics,Laptop,11,836.53,0.35,5981.19,5608.16,373.03,0.0624,Upi,Online,No
TXN-010439,2023-06-03,2023,6,2023-06,CUST-02494,East,Electronics,Headphones,12,90.13,0.0997,973.73,618.0,355.73,0.3653,Credit Card,Online,No
TXN-010440,2023-04-22,2023,4,2023-04,CUST-00523,East,Office Supplies,Folders,8,94.29,0.1922,609.34,40.41,568.93,0.9337,Bank Transfer,Online,No
TXN-010441,2024-03-28,2024,3,2024-03,CUST-02411,North,Electronics,Headphones,12,89.29,0.1448,916.33,642.6,273.73,0.2987,Upi,Store,No
TXN-010442,2023-04-04,2023,4,2023-04,CUST-01234,West,Electronics,Laptop,5,847.07,0.2581,3142.21,3530.82,-388.61,-0.1237,Bank Transfer,Online,No
TXN-010443,2023-11-11,2023,11,2023-11,CUST-00352,East,Office Supplies,Pens,2,94.29,0.2045,150.02,4.15,145.87,0.9723,Upi,Online,No
TXN-010444,2024-05-26,2024,5,2024-05,CUST-00668,North,Electronics,Notebook,4,8.06,0.2922,22.82,20.89,1.93,0.0846,Credit Card,Marketplace,No
TXN-010445,2025-03-07,2025,3,2025-03,CUST-02412,West,Accessories,Mouse,8,25.4,0.1136,180.12,169.86,10.26,0.057,Cash,Store,No
TXN-010446,2023-04-01,2023,4,2023-04,CUST-00805,South,Accessories,Mouse,10,23.08,0.0473,219.88,159.52,60.36,0.2745,Debit Card,Store,No
TXN-010447,2024-02-01,2024,2,2024-02,CUST-02097,North,Furniture,Conference Table,7,603.38,0.0588,3975.31,2334.31,1641.0,0.4128,Cash,Online,No
TXN-010448,2023-04-04,2023,4,2023-04,CUST-01572,North,Furniture,Conference Table,7,595.3,0.1735,3444.11,2428.52,1015.59,0.2949,Credit Card,Store,No
TXN-010449,2024-01-26,2024,1,2024-01,CUST-02018,West,Office Supplies,Pens,3,3.85,0.0582,10.88,7.81,3.07,0.2822,Credit Card,Online,No
TXN-010450,2024-03-14,2024,3,2024-03,CUST-01078,West,Office Supplies,Folders,12,5.78,0.1036,62.17,58.48,3.69,0.0594,Debit Card,Store,No
TXN-010451,2024-12-29,2024,12,2024-12,CUST-00289,South,Furniture,Bookshelf,4,155.37,0.0957,562.0,349.9,212.1,0.3774,Credit Card,Store,No
TXN-010452,2024-02-08,2024,2,2024-02,CUST-01219,North,Accessories,Mouse,2,25.06,0.0423,48.0,41.64,6.36,0.1325,Cash,Store,No
TXN-010453,2025-05-03,2025,5,2025-05,CUST-02364,North,Office Supplies,Folders,3,6.46,0.0997,17.45,13.23,4.22,0.2418,Bank Transfer,Online,No
TXN-010454,2023-05-06,2023,5,2023-05,CUST-02498,East,Furniture,Cabinet,1,210.93,0.0692,196.33,152.69,43.64,0.2223,Cash,Store,No
TXN-010455,2023-02-18,2023,2,2023-02,CUST-01025,South,Office Supplies,Stapler,14,8.86,0.0476,118.14,84.34,33.8,0.2861,Debit Card,Online,No
TXN-010456,2023-01-05,2023,1,2023-01,CUST-00305,South,Electronics,Laptop,6,808.22,0.0659,4529.75,3321.93,1207.82,0.2666,Bank Transfer,Online,No
TXN-010457,2023-11-22,2023,11,2023-11,CUST-00537,South,Electronics,Desk Lamp,12,45.22,0.3344,361.18,404.96,-43.78,-0.1212,Credit Card,Store,No
TXN-010458,2023-06-25,2023,6,2023-06,CUST-00961,South,Furniture,Office Chair,7,183.88,0.0865,1175.82,945.31,230.51,0.196,Upi,Online,No
TXN-010459,2023-03-25,2023,3,2023-03,CUST-02449,East,Office Supplies,Notebook,13,7.24,0.0689,87.64,71.56,16.08,0.1835,Bank Transfer,Online,No
TXN-010460,2023-08-04,2023,8,2023-08,CUST-01326,East,Office Supplies,Notebook,9,8.38,0.0885,68.75,46.42,22.33,0.3248,Cash,Online,No
TXN-010461,2025-06-08,2025,6,2025-06,CUST-01240,North,Electronics,Printer,4,246.33,0.1504,837.13,805.05,32.08,0.0383,Bank Transfer,Online,No
TXN-010462,2024-12-30,2024,12,2024-12,CUST-02035,South,Office Supplies,Folders,2,6.08,0.0541,11.5,9.68,1.82,0.1583,Upi,Online,No
TXN-010463,2023-01-17,2023,1,2023-01,CUST-00444,South,Furniture,Office Chair,3,167.5,0.1511,426.57,287.8,138.77,0.3253,Bank Transfer,Online,No
TXN-010464,2025-04-14,2025,4,2025-04,CUST-00706,East,Furniture,Bookshelf,9,146.5,0.2194,1029.22,881.14,148.08,0.1439,Credit Card,Store,No
TXN-010465,2023-07-07,2023,7,2023-07,UNKNOWN,North,Electronics,Tablet,1,409.11,0.1623,342.71,260.02,82.69,0.2413,Cash,Store,No
TXN-010466,2024-01-06,2024,1,2024-01,CUST-00985,North,Accessories,Webcam,12,66.26,0.24,604.29,468.03,136.26,0.2255,Cash,Online,No
TXN-010467,2023-10-26,2023,10,2023-10,CUST-01486,East,Accessories,Keyboard,5,58.18,0.0516,275.89,222.43,53.46,0.1938,Upi,Online,No
TXN-010468,2024-01-05,2024,1,2024-01,CUST-02054,South,Electronics,Laptop,13,94.29,0.07,1139.97,8000.37,-6860.4,-6.0181,Credit Card,Online,No
TXN-010469,2024-11-24,2024,11,2024-11,CUST-01853,East,Accessories,Mouse,2,25.54,0.2034,40.69,29.94,10.75,0.2642,Debit Card,Online,No
TXN-010470,2024-10-11,2024,10,2024-10,CUST-01326,South,Accessories,Desk Lamp,13,49.65,0.0633,604.59,390.85,213.74,0.3535,Cash,Online,No
TXN-010471,2024-06-25,2024,6,2024-06,CUST-00168,North,Electronics,Headphones,13,104.32,0.1186,1195.32,975.0,220.32,0.1843,Upi,Online,No
TXN-010472,2024-07-25,2024,7,2024-07,CUST-02141,East,Accessories,Desk Lamp,8,48.69,0.1054,348.46,319.29,29.17,0.0837,Bank Transfer,Store,No
TXN-010473,2024-10-25,2024,10,2024-10,CUST-00216,South,Electronics,Printer,7,198.91,0.11,1239.21,1160.46,78.75,0.0635,Cash,Online,No
TXN-010474,2023-06-17,2023,6,2023-06,CUST-00161,North,Accessories,Keyboard,13,61.41,0.1383,687.92,547.2,140.72,0.2046,Credit Card,Marketplace,No
TXN-010475,2023-12-27,2023,12,2023-12,CUST-00539,West,Office Supplies,Notebook,12,8.23,0.1281,86.11,62.4,23.71,0.2753,Upi,Marketplace,No
TXN-010476,2023-04-09,2023,4,2023-04,CUST-00718,South,Accessories,USB Hub,8,38.99,0.0189,306.02,217.18,88.84,0.2903,Debit Card,Store,No
TXN-010477,2024-10-04,2024,10,2024-10,CUST-01984,West,Furniture,Desk,5,347.69,0.2809,1250.12,1375.2,-125.08,-0.1001,Upi,Online,No
TXN-010478,2024-02-04,2024,2,2024-02,CUST-01395,North,Furniture,Cabinet,2,235.78,0.098,425.35,267.19,158.16,0.3718,Bank Transfer,Marketplace,No
TXN-010479,2024-08-04,2024,8,2024-08,CUST-02309,West,Accessories,Desk Lamp,14,44.12,0.1957,496.8,493.17,3.63,0.0073,Upi,Online,No
TXN-010480,2024-05-30,2024,5,2024-05,CUST-00305,West,Office Supplies,Folders,14,7.13,0.1103,88.81,56.17,32.64,0.3675,Credit Card,Store,No
TXN-010481,2023-09-07,2023,9,2023-09,CUST-02445,North,Office Supplies,Paper Pack,13,10.29,0.095,121.06,91.34,29.72,0.2455,Bank Transfer,Online,No
TXN-010482,2023-05-07,2023,5,2023-05,UNKNOWN,East,Office Supplies,Pens,1,3.94,0.0906,3.58,3.37,0.21,0.0587,Bank Transfer,Store,No
TXN-010483,2025-06-06,2025,6,2025-06,CUST-01496,East,Office Supplies,Stapler,7,7.99,0.073,51.85,46.12,5.73,0.1105,Credit Card,Online,No
TXN-010484,2023-09-25,2023,9,2023-09,CUST-00045,South,Electronics,Monitor,5,262.43,0.1919,1060.35,767.86,292.49,0.2758,Credit Card,Store,No
TXN-010485,2023-04-10,2023,4,2023-04,CUST-01821,South,Electronics,Tablet,7,431.99,0.1372,2609.05,2385.16,223.89,0.0858,Upi,Online,No
TXN-010486,2023-10-07,2023,10,2023-10,CUST-01262,West,Electronics,Monitor,1,246.63,0.2027,196.64,139.46,57.18,0.2908,Debit Card,Online,No
TXN-010487,2025-04-03,2025,4,2025-04,CUST-01872,East,Electronics,Tablet,8,400.92,0.1722,2655.05,2677.65,-22.6,-0.0085,Cash,Store,No
TXN-010488,2023-08-27,2023,8,2023-08,CUST-02301,West,Accessories,USB Hub,8,31.3,0.2087,198.14,169.98,28.16,0.1421,Upi,Online,No
TXN-010489,2025-06-18,2025,6,2025-06,CUST-00546,West,Furniture,Conference Table,4,621.69,0.1088,2216.2,2046.28,169.92,0.0767,Credit Card,Online,No
TXN-010490,2024-02-25,2024,2,2024-02,CUST-02371,West,Furniture,Bookshelf,8,144.4,0.1033,1035.87,693.88,341.99,0.3301,Credit Card,Marketplace,No
TXN-010491,2025-02-24,2025,2,2025-02,CUST-01206,East,Electronics,Monitor,8,94.29,0.0524,714.79,1689.55,-974.76,-1.3637,Debit Card,Online,No
TXN-010492,2024-08-18,2024,8,2024-08,CUST-00798,East,Accessories,Mouse,9,23.95,0.0447,205.91,123.01,82.9,0.4026,Upi,Online,No
TXN-010493,2023-02-10,2023,2,2023-02,CUST-01768,West,Electronics,Headphones,4,96.88,0.2044,308.31,292.48,15.83,0.0513,Upi,Store,No
TXN-010494,2024-04-09,2024,4,2024-04,CUST-00009,East,Electronics,Printer,2,222.42,0.072,412.81,355.16,57.65,0.1397,Cash,Online,No
TXN-010495,2024-01-16,2024,1,2024-01,CUST-01706,North,Accessories,Webcam,5,72.68,0.0776,335.2,250.79,84.41,0.2518,Credit Card,Online,No
TXN-010496,2023-07-03,2023,7,2023-07,CUST-02281,East,Electronics,Printer,1,94.29,0.1255,82.46,175.5,-93.04,-1.1283,Bank Transfer,Marketplace,No
TXN-010497,2024-05-16,2024,5,2024-05,CUST-00522,North,Office Supplies,Pens,10,3.97,0.121,34.9,33.27,1.63,0.0467,Bank Transfer,Online,No
TXN-010498,2023-04-04,2023,4,2023-04,CUST-01418,West,Furniture,Bookshelf,4,155.73,0.1241,545.62,418.92,126.7,0.2322,Debit Card,Marketplace,No
TXN-010499,2024-09-28,2024,9,2024-09,CUST-01962,East,Office Supplies,Notebook,5,7.61,0.2533,28.41,31.09,-2.68,-0.0943,Bank Transfer,Marketplace,No
TXN-010500,2025-01-19,2025,1,2025-01,CUST-01452,East,Electronics,Tablet,1,413.43,0.114,366.3,278.83,87.47,0.2388,Cash,Online,No
TXN-010501,2023-03-26,2023,3,2023-03,CUST-02320,North,Furniture,Bookshelf,8,154.16,0.3153,844.43,959.84,-115.41,-0.1367,Upi,Store,No
TXN-010502,2024-03-13,2024,3,2024-03,CUST-02038,East,Furniture,Bookshelf,1,168.45,0.1557,142.22,139.59,2.63,0.0185,Bank Transfer,Online,No
TXN-010503,2024-08-20,2024,8,2024-08,CUST-00688,South,Office Supplies,Pens,7,3.8,0.2283,20.53,20.1,0.43,0.0209,Credit Card,Online,Yes
TXN-010504,2023-02-26,2023,2,2023-02,CUST-00984,East,Accessories,Webcam,4,65.04,0.2372,198.45,161.58,36.87,0.1858,Debit Card,Online,No
TXN-010505,2023-12-22,2023,12,2023-12,CUST-01678,East,Electronics,Headphones,9,97.17,0.1247,765.48,504.34,261.14,0.3411,Bank Transfer,Online,No
TXN-010506,2023-08-24,2023,8,2023-08,CUST-01051,South,Office Supplies,Notebook,14,8.77,0.1185,108.23,75.34,32.89,0.3039,Cash,Online,No
TXN-010507,2023-02-05,2023,2,2023-02,CUST-00981,North,Electronics,Tablet,8,447.28,0.0878,3264.07,2256.02,1008.05,0.3088,Cash,Online,No
TXN-010508,2025-01-03,2025,1,2025-01,CUST-02129,East,Office Supplies,Pens,12,4.01,0.0982,43.39,37.01,6.38,0.147,Cash,Online,No
TXN-010509,2024-02-10,2024,2,2024-02,CUST-00280,South,Accessories,Keyboard,3,60.39,0.0571,170.83,147.35,23.48,0.1374,Bank Transfer,Online,No
TXN-010510,2024-11-16,2024,11,2024-11,CUST-01229,West,Electronics,Tablet,6,359.18,0.0436,2061.12,1243.44,817.68,0.3967,Upi,Online,No
TXN-010511,2024-06-19,2024,6,2024-06,CUST-00948,West,Electronics,Headphones,12,102.69,0.1077,1099.56,1054.4,45.16,0.0411,Debit Card,Online,Yes
TXN-010512,2025-03-09,2025,3,2025-03,CUST-01840,West,Office Supplies,Folders,6,5.85,0.1591,29.52,20.21,9.31,0.3154,Debit Card,Online,No
TXN-010513,2025-06-28,2025,6,2025-06,CUST-02460,South,Accessories,Keyboard,13,57.77,0.1524,636.56,548.31,88.25,0.1386,Upi,Online,No
TXN-010514,2024-07-03,2024,7,2024-07,CUST-02263,North,Office Supplies,Notebook,14,8.65,0.1396,104.19,88.33,15.86,0.1522,Credit Card,Marketplace,No
TXN-010515,2023-11-18,2023,11,2023-11,CUST-00882,West,Furniture,Desk,11,324.96,0.2283,2758.49,2880.85,-122.36,-0.0444,Upi,Store,No
TXN-010516,2024-01-21,2024,1,2024-01,CUST-00984,West,Office Supplies,Paper Pack,10,12.07,0.0426,115.56,66.66,48.9,0.4232,Cash,Online,No
TXN-010517,2025-01-22,2025,1,2025-01,CUST-00307,North,Electronics,Laptop,5,823.38,0.0744,3810.6,2826.01,984.59,0.2584,Cash,Online,No
TXN-010518,2024-01-25,2024,1,2024-01,CUST-02223,East,Accessories,Webcam,12,79.47,0.0727,884.31,538.44,345.87,0.3911,Bank Transfer,Online,No
TXN-010519,2024-04-19,2024,4,2024-04,CUST-00757,South,Accessories,Webcam,14,71.93,0.2579,747.31,698.91,48.4,0.0648,Upi,Online,No
TXN-010520,2023-06-26,2023,6,2023-06,CUST-00819,North,Accessories,Desk Lamp,13,45.8,0.1526,504.54,415.26,89.28,0.177,Upi,Online,No
TXN-010521,2025-06-21,2025,6,2025-06,CUST-00945,West,Accessories,USB Hub,5,94.29,0.1002,424.21,109.6,314.61,0.7416,Upi,Marketplace,No
TXN-010522,2024-08-16,2024,8,2024-08,CUST-02324,West,Electronics,Webcam,3,67.19,0.2447,152.25,133.98,18.27,0.12,Credit Card,Online,No
TXN-010523,2023-10-29,2023,10,2023-10,CUST-02481,West,Electronics,Headphones,13,93.1,0.0818,1111.3,844.98,266.32,0.2396,Credit Card,Online,No
TXN-010524,2024-06-17,2024,6,2024-06,CUST-00764,North,Accessories,Keyboard,1,59.12,0.118,52.14,46.09,6.05,0.116,Cash,Online,No
TXN-010525,2024-01-01,2024,1,2024-01,CUST-01618,South,Electronics,Laptop,12,970.66,0.1357,10067.3,8497.72,1569.58,0.1559,Upi,Online,No
TXN-010526,2023-05-22,2023,5,2023-05,CUST-00586,West,Furniture,Bookshelf,4,150.53,0.078,555.15,452.96,102.19,0.1841,Bank Transfer,Online,No
TXN-010527,2025-08-03,2025,8,2025-08,CUST-01150,East,Furniture,Bookshelf,11,154.64,0.0444,1625.51,1329.65,295.86,0.182,Bank Transfer,Store,No
TXN-010528,2025-03-18,2025,3,2025-03,CUST-01803,South,Electronics,Monitor,9,226.96,0.1064,1825.3,1720.09,105.21,0.0576,Cash,Store,No
TXN-010529,2025-01-31,2025,1,2025-01,CUST-01259,East,Furniture,Conference Table,2,661.55,0.1466,1129.13,893.25,235.88,0.2089,Credit Card,Marketplace,No
TXN-010530,2023-12-03,2023,12,2023-12,CUST-02305,North,Furniture,Bookshelf,13,137.0,0.2061,1413.94,1245.29,168.65,0.1193,Credit Card,Online,No
TXN-010531,2023-08-22,2023,8,2023-08,CUST-01275,East,Electronics,Tablet,14,401.88,0.1476,4795.88,4833.12,-37.24,-0.0078,Credit Card,Online,Yes
TXN-010532,2023-02-15,2023,2,2023-02,CUST-01921,West,Furniture,Cabinet,5,233.47,0.0494,1109.68,766.89,342.79,0.3089,Credit Card,Online,No
TXN-010533,2024-10-29,2024,10,2024-10,CUST-01155,North,Furniture,Desk,3,303.38,0.0274,885.2,698.17,187.03,0.2113,Cash,Online,No
TXN-010534,2023-10-27,2023,10,2023-10,CUST-01851,North,Office Supplies,Pens,12,3.38,0.2411,30.78,33.58,-2.8,-0.091,Bank Transfer,Online,No
TXN-010535,2025-03-24,2025,3,2025-03,CUST-02058,East,Office Supplies,Folders,7,5.41,0.1947,30.5,23.11,7.39,0.2423,Debit Card,Marketplace,No
TXN-010536,2025-03-04,2025,3,2025-03,CUST-02433,East,Office Supplies,Stapler,10,9.07,0.0882,82.7,55.48,27.22,0.3291,Upi,Marketplace,No
TXN-010537,2023-04-27,2023,4,2023-04,CUST-00845,South,Office Supplies,Folders,12,6.72,0.0985,72.7,57.87,14.83,0.204,Upi,Online,No
TXN-010538,2025-04-16,2025,4,2025-04,CUST-01394,North,Office Supplies,Notebook,10,8.91,0.0518,84.48,70.63,13.85,0.1639,Credit Card,Store,No
TXN-010539,2023-05-08,2023,5,2023-05,CUST-01772,East,Electronics,Headphones,7,97.9,0.1276,597.86,497.29,100.57,0.1682,Upi,Store,No
TXN-010540,2024-03-23,2024,3,2024-03,CUST-02220,North,Furniture,Cabinet,11,232.88,0.0486,2437.18,1428.43,1008.75,0.4139,Debit Card,Online,No
TXN-010541,2024-03-08,2024,3,2024-03,CUST-00254,East,Furniture,Conference Table,2,638.29,0.1122,1133.35,898.12,235.23,0.2076,Cash,Online,No
TXN-010542,2025-05-22,2025,5,2025-05,CUST-00093,East,Electronics,Printer,8,232.27,0.3102,1281.76,1216.42,65.34,0.051,Cash,Store,No
TXN-010543,2024-08-22,2024,8,2024-08,CUST-00211,South,Accessories,Mouse,9,25.23,0.2443,171.6,148.68,22.92,0.1336,Upi,Store,No
TXN-010544,2025-03-09,2025,3,2025-03,UNKNOWN,East,Electronics,Tablet,10,425.09,0.1052,3803.71,2422.91,1380.8,0.363,Cash,Marketplace,No
TXN-010545,2024-06-27,2024,6,2024-06,CUST-00688,East,Accessories,Desk Lamp,4,45.73,0.2892,130.02,153.9,-23.88,-0.1837,Credit Card,Online,No
TXN-010546,2025-01-22,2025,1,2025-01,CUST-00679,East,Electronics,Printer,12,226.96,0.1253,2382.26,2167.25,215.01,0.0903,Credit Card,Online,No
TXN-010547,2025-02-16,2025,2,2025-02,CUST-00258,East,Office Supplies,Notebook,5,7.12,0.0265,34.66,20.03,14.63,0.4221,Bank Transfer,Online,No
